symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2026-03-02 21:10:00+00:00,264.11,264.11,264.03,264.03,1651.0,61.0,264.03852
AAPL,2026-03-02 21:11:00+00:00,264.07,264.23,264.02,264.23,2057.0,58.0,264.109323
AAPL,2026-03-02 21:12:00+00:00,264.11,264.11,264.11,264.11,245.0,15.0,264.11
AAPL,2026-03-02 21:15:00+00:00,264.15,264.15,264.15,264.15,2145.0,37.0,264.15
AAPL,2026-03-02 21:16:00+00:00,264.15,264.15,264.1,264.14,4717.0,67.0,264.143324
AAPL,2026-03-02 21:17:00+00:00,264.1,264.1,263.96,263.96,11458.0,65.0,263.982637
AAPL,2026-03-02 21:18:00+00:00,264.3,264.32,264.0,264.32,5942.0,97.0,264.16864
AAPL,2026-03-02 21:19:00+00:00,264.3,264.305,264.3,264.305,704.0,26.0,264.3025
AAPL,2026-03-02 21:20:00+00:00,264.3,264.35,264.3,264.35,9588.0,29.0,264.32996
AAPL,2026-03-02 21:21:00+00:00,264.4,264.4,264.4,264.4,182.0,22.0,264.4
AAPL,2026-03-02 21:23:00+00:00,264.46,264.65,264.46,264.5,2316.0,54.0,264.584063
AAPL,2026-03-02 21:24:00+00:00,264.65,264.66,264.65,264.66,2214.0,59.0,264.655899
AAPL,2026-03-02 21:25:00+00:00,264.65,264.66,264.65,264.66,854.0,55.0,264.656706
AAPL,2026-03-02 21:26:00+00:00,264.79,264.79,264.79,264.79,209.0,11.0,264.79
AAPL,2026-03-02 21:28:00+00:00,264.7,264.78,264.65,264.78,3548.0,48.0,264.682523
AAPL,2026-03-02 21:29:00+00:00,264.67,264.9,264.67,264.9,2496.0,74.0,264.817808
AAPL,2026-03-02 21:31:00+00:00,264.9,264.9,264.9,264.9,162.0,4.0,264.9
AAPL,2026-03-02 21:32:00+00:00,264.87,264.88,264.3553,264.69,6494.0,47.0,264.565253
AAPL,2026-03-02 21:34:00+00:00,264.531,264.531,264.531,264.531,306.0,5.0,264.531
AAPL,2026-03-02 21:35:00+00:00,264.53,264.7,264.53,264.7,1298.0,38.0,264.604256
AAPL,2026-03-02 21:36:00+00:00,264.54,264.54,264.54,264.54,195.0,8.0,264.54
AAPL,2026-03-02 21:37:00+00:00,264.7,264.7,264.7,264.7,965.0,20.0,264.7
AAPL,2026-03-02 21:38:00+00:00,264.71,264.71,264.71,264.71,496.0,8.0,264.71
AAPL,2026-03-02 21:41:00+00:00,264.8,264.9701,264.8,264.969,821.0,13.0,264.86268
AAPL,2026-03-02 21:42:00+00:00,264.9,264.9006,264.9,264.9006,445.0,18.0,264.9003
AAPL,2026-03-02 21:43:00+00:00,264.993,264.993,264.993,264.993,433.0,4.0,264.993
AAPL,2026-03-02 21:44:00+00:00,265.0,265.0,265.0,265.0,875.0,51.0,265.0
AAPL,2026-03-02 21:45:00+00:00,264.9,264.9,264.9,264.9,825.0,26.0,264.9
AAPL,2026-03-02 21:46:00+00:00,264.9,264.9,264.9,264.9,238.0,19.0,264.9
AAPL,2026-03-02 21:47:00+00:00,264.9,264.918,264.9,264.918,881.0,20.0,264.903863
AAPL,2026-03-02 21:48:00+00:00,264.72,265.01,264.72,265.01,19748.0,43.0,264.72345
AAPL,2026-03-02 21:49:00+00:00,264.92,264.92,264.9,264.9,817.0,23.0,264.906958
AAPL,2026-03-02 21:50:00+00:00,264.91,264.91,264.91,264.91,383.0,16.0,264.91
AAPL,2026-03-02 21:53:00+00:00,264.9,265.04,264.9,265.04,781.0,25.0,264.9467
AAPL,2026-03-02 21:55:00+00:00,265.0,265.0,264.95,264.95,452.0,9.0,264.984568
AAPL,2026-03-02 21:56:00+00:00,265.03,265.06,265.03,265.05,2620.0,42.0,265.047632
AAPL,2026-03-02 22:00:00+00:00,264.95,264.95,264.95,264.95,754.0,35.0,264.95
AAPL,2026-03-02 22:01:00+00:00,264.96,264.96,264.96,264.96,597.0,8.0,264.96
AAPL,2026-03-02 22:04:00+00:00,265.0,265.0,265.0,265.0,1030.0,9.0,265.0
AAPL,2026-03-02 22:05:00+00:00,264.95,265.14,264.95,265.1,3749.0,69.0,265.080505
AAPL,2026-03-02 22:19:00+00:00,264.97,264.97,264.97,264.97,855.0,10.0,264.97
AAPL,2026-03-02 22:20:00+00:00,265.0,265.0,264.95,264.95,2778.0,33.0,264.961818
AAPL,2026-03-02 22:23:00+00:00,264.9,264.9761,264.9,264.9761,2059.0,57.0,264.925367
AAPL,2026-03-02 22:25:00+00:00,264.9,264.9,264.9,264.9,1357.0,18.0,264.9
AAPL,2026-03-02 22:32:00+00:00,264.9,264.9,264.9,264.9,101.0,2.0,264.9
AAPL,2026-03-02 22:38:00+00:00,264.9,264.9,264.9,264.9,249.0,9.0,264.9
AAPL,2026-03-02 22:44:00+00:00,264.95,264.95,264.95,264.95,135.0,5.0,264.95
AAPL,2026-03-02 22:46:00+00:00,264.94,264.94,264.94,264.94,35058.0,3.0,264.94
AAPL,2026-03-02 22:51:00+00:00,264.9845,264.9845,264.9845,264.9845,500.0,2.0,264.9845
AAPL,2026-03-02 22:52:00+00:00,264.93,264.93,264.93,264.93,553.0,3.0,264.93
AAPL,2026-03-02 22:53:00+00:00,264.9,264.9,264.9,264.9,159.0,7.0,264.9
AAPL,2026-03-02 22:54:00+00:00,265.0,265.0,265.0,265.0,103.0,3.0,265.0
AAPL,2026-03-02 22:55:00+00:00,264.9765,264.9765,264.9765,264.9765,195.0,6.0,264.9765
AAPL,2026-03-02 22:58:00+00:00,264.9,264.9,264.9,264.9,814.0,22.0,264.9
AAPL,2026-03-02 23:00:00+00:00,264.9,265.01,264.9,264.9,4973.0,108.0,264.908743
AAPL,2026-03-02 23:01:00+00:00,264.9,264.9,264.72,264.72,2847.0,80.0,264.834545
AAPL,2026-03-02 23:02:00+00:00,264.63,264.63,264.63,264.63,999.0,15.0,264.63
AAPL,2026-03-02 23:03:00+00:00,264.7,264.7,264.47,264.47,3487.0,99.0,264.480854
AAPL,2026-03-02 23:04:00+00:00,264.74,264.76,264.73,264.73,993.0,11.0,264.742728
AAPL,2026-03-02 23:11:00+00:00,264.51,264.51,264.45,264.45,817.0,17.0,264.500014
AAPL,2026-03-02 23:12:00+00:00,264.41,264.42,264.41,264.42,745.0,19.0,264.415
AAPL,2026-03-02 23:18:00+00:00,264.57,264.57,264.57,264.57,373.0,8.0,264.57
AAPL,2026-03-02 23:20:00+00:00,264.32,264.32,264.32,264.32,1784.0,41.0,264.32
AAPL,2026-03-02 23:21:00+00:00,264.35,264.35,264.14,264.14,1338.0,42.0,264.232863
AAPL,2026-03-02 23:22:00+00:00,264.17,264.17,264.17,264.17,598.0,10.0,264.17
AAPL,2026-03-02 23:23:00+00:00,264.36,264.36,264.36,264.36,200.0,2.0,264.36
AAPL,2026-03-02 23:24:00+00:00,264.15,264.35,264.15,264.1624,1810.0,18.0,264.177322
AAPL,2026-03-02 23:26:00+00:00,264.2,264.2,264.12,264.13,2375.0,26.0,264.152219
AAPL,2026-03-02 23:31:00+00:00,264.42,264.42,264.42,264.42,132.0,7.0,264.42
AAPL,2026-03-02 23:35:00+00:00,264.24,264.25,264.24,264.25,621.0,27.0,264.244032
AAPL,2026-03-02 23:48:00+00:00,264.55,264.55,264.55,264.55,1565.0,15.0,264.55
AAPL,2026-03-02 23:49:00+00:00,264.49,264.49,264.49,264.49,150.0,3.0,264.49
AAPL,2026-03-02 23:50:00+00:00,264.49,264.49,264.4732,264.4732,421.0,10.0,264.483759
AAPL,2026-03-02 23:54:00+00:00,264.5,264.55,264.5,264.55,1856.0,11.0,264.545151
AAPL,2026-03-02 23:55:00+00:00,264.5699,264.5699,264.5699,264.5699,194.0,8.0,264.5699
AAPL,2026-03-02 23:56:00+00:00,264.4683,264.4683,264.4683,264.4683,346.0,5.0,264.4683
AAPL,2026-03-02 23:59:00+00:00,264.5007,264.5007,264.5007,264.5007,103.0,3.0,264.5007
AAPL,2026-03-03 00:00:00+00:00,264.5,264.5,264.5,264.5,888.0,19.0,264.5
AAPL,2026-03-03 00:01:00+00:00,264.45,264.45,264.38,264.38,707.0,12.0,264.412844
AAPL,2026-03-03 00:03:00+00:00,264.6,264.6,264.4265,264.4265,1101.0,42.0,264.568708
AAPL,2026-03-03 00:08:00+00:00,264.5403,264.5403,264.5403,264.5403,310.0,17.0,264.5403
AAPL,2026-03-03 00:13:00+00:00,264.2364,264.4716,263.9031,263.9031,4184.0,84.0,264.054928
AAPL,2026-03-03 00:14:00+00:00,264.0113,264.0113,264.0113,264.0113,481.0,17.0,264.0113
AAPL,2026-03-03 00:16:00+00:00,263.92,263.92,263.92,263.92,600.0,33.0,263.92
AAPL,2026-03-03 00:18:00+00:00,263.9,263.9,263.9,263.9,1420.0,12.0,263.9
AAPL,2026-03-03 00:20:00+00:00,264.0,264.0,264.0,264.0,1225.0,44.0,264.0
AAPL,2026-03-03 00:22:00+00:00,263.85,263.85,263.85,263.85,112.0,13.0,263.85
AAPL,2026-03-03 00:23:00+00:00,263.78,263.78,263.78,263.78,185.0,8.0,263.78
AAPL,2026-03-03 00:26:00+00:00,263.81,263.81,263.75,263.75,2736.0,11.0,263.78599
AAPL,2026-03-03 00:27:00+00:00,263.7501,263.7501,263.7501,263.7501,401.0,2.0,263.7501
AAPL,2026-03-03 00:28:00+00:00,263.91,263.91,263.91,263.91,228.0,13.0,263.91
AAPL,2026-03-03 00:34:00+00:00,263.971,263.971,263.971,263.971,103.0,4.0,263.971
AAPL,2026-03-03 00:35:00+00:00,263.91,263.91,263.91,263.91,3086.0,17.0,263.91
AAPL,2026-03-03 00:42:00+00:00,263.91,263.91,263.91,263.91,294.0,7.0,263.91
AAPL,2026-03-03 00:44:00+00:00,264.0,264.0,264.0,264.0,1108.0,13.0,264.0
AAPL,2026-03-03 00:46:00+00:00,264.05,264.1973,264.05,264.05,2054.0,70.0,264.149527
AAPL,2026-03-03 00:47:00+00:00,264.15,264.24,263.9627,263.9627,803.0,12.0,264.107256
AAPL,2026-03-03 00:49:00+00:00,263.9684,264.25,263.9684,264.25,4523.0,22.0,264.219337
AAPL,2026-03-03 00:52:00+00:00,264.0,264.05,263.8601,263.8601,971.0,15.0,263.984697
AAPL,2026-03-03 00:54:00+00:00,264.07,264.07,264.07,264.07,516.0,10.0,264.07
AAPL,2026-03-03 00:55:00+00:00,264.06,264.1741,264.06,264.1741,558.0,8.0,264.084538
AAPL,2026-03-03 00:57:00+00:00,263.82,263.82,263.82,263.82,438.0,19.0,263.82
AAPL,2026-03-03 00:58:00+00:00,263.85,263.85,263.85,263.85,339.0,11.0,263.85
AAPL,2026-03-03 00:59:00+00:00,264.25,264.25,264.25,264.25,184.0,9.0,264.25
AAPL,2026-03-03 09:00:00+00:00,261.42,261.42,261.42,261.42,1180.0,130.0,261.42
AAPL,2026-03-03 09:01:00+00:00,261.84,261.84,261.55,261.56,2600.0,48.0,261.655655
AAPL,2026-03-03 09:02:00+00:00,261.55,261.56,261.55,261.56,923.0,29.0,261.555833
AAPL,2026-03-03 09:04:00+00:00,261.9,262.0,261.9,262.0,826.0,17.0,261.918416
AAPL,2026-03-03 09:05:00+00:00,261.93,261.98,261.93,261.98,1274.0,45.0,261.967163
AAPL,2026-03-03 09:06:00+00:00,262.01,262.26,262.01,262.26,1749.0,43.0,262.176
AAPL,2026-03-03 09:07:00+00:00,262.25,262.37,262.25,262.33,5371.0,97.0,262.265199
AAPL,2026-03-03 09:08:00+00:00,262.5,262.51,262.5,262.51,1143.0,73.0,262.506349
AAPL,2026-03-03 09:09:00+00:00,262.49,262.49,262.41,262.49,825.0,20.0,262.472222
AAPL,2026-03-03 09:10:00+00:00,262.53,262.67,262.49,262.67,3881.0,50.0,262.522787
AAPL,2026-03-03 09:11:00+00:00,262.61,262.71,262.55,262.68,2982.0,58.0,262.579849
AAPL,2026-03-03 09:12:00+00:00,262.57,262.62,262.55,262.62,1227.0,29.0,262.57409
AAPL,2026-03-03 09:14:00+00:00,262.72,262.72,262.69,262.69,703.0,18.0,262.704713
AAPL,2026-03-03 09:15:00+00:00,262.72,262.72,262.7,262.7,1639.0,29.0,262.705507
AAPL,2026-03-03 09:16:00+00:00,262.72,262.72,262.71,262.72,771.0,29.0,262.715053
AAPL,2026-03-03 09:17:00+00:00,262.7,262.7,262.7,262.7,1476.0,29.0,262.7
AAPL,2026-03-03 09:18:00+00:00,262.73,262.73,262.7,262.7,1135.0,40.0,262.716842
AAPL,2026-03-03 09:19:00+00:00,262.72,262.81,262.7,262.8,1034.0,28.0,262.734321
AAPL,2026-03-03 09:20:00+00:00,262.89,262.89,262.89,262.89,333.0,12.0,262.89
AAPL,2026-03-03 09:23:00+00:00,262.79,262.79,262.79,262.79,449.0,15.0,262.79
AAPL,2026-03-03 09:24:00+00:00,262.73,262.84,262.73,262.84,834.0,16.0,262.821514
AAPL,2026-03-03 09:25:00+00:00,262.74,262.74,262.74,262.74,190.0,10.0,262.74
AAPL,2026-03-03 09:26:00+00:00,262.75,262.75,262.7,262.7,3421.0,49.0,262.705065
AAPL,2026-03-03 09:27:00+00:00,262.5,262.5,262.42,262.42,497.0,17.0,262.473064
AAPL,2026-03-03 09:28:00+00:00,262.29,262.29,262.29,262.29,428.0,28.0,262.29
AAPL,2026-03-03 09:29:00+00:00,262.31,262.36,262.31,262.36,554.0,33.0,262.335
AAPL,2026-03-03 09:30:00+00:00,262.48,262.55,262.48,262.55,509.0,23.0,262.520083
AAPL,2026-03-03 09:31:00+00:00,262.5,262.5,262.07,262.07,858.0,18.0,262.304545
AAPL,2026-03-03 09:34:00+00:00,262.07,262.23,262.06,262.06,1189.0,26.0,262.089301
AAPL,2026-03-03 09:37:00+00:00,262.48,262.48,262.48,262.48,707.0,29.0,262.48
AAPL,2026-03-03 09:38:00+00:00,262.41,262.45,262.41,262.45,979.0,34.0,262.43
AAPL,2026-03-03 09:39:00+00:00,262.48,262.53,262.48,262.53,554.0,19.0,262.498434
AAPL,2026-03-03 09:40:00+00:00,262.43,262.43,262.43,262.43,382.0,7.0,262.43
AAPL,2026-03-03 09:41:00+00:00,262.36,262.37,262.35,262.35,725.0,20.0,262.357788
AAPL,2026-03-03 09:45:00+00:00,262.24,262.24,262.13,262.13,960.0,22.0,262.161496
AAPL,2026-03-03 09:46:00+00:00,262.04,262.04,262.01,262.02,2701.0,47.0,262.01812
AAPL,2026-03-03 09:47:00+00:00,262.07,262.1,262.01,262.1,1015.0,40.0,262.051314
AAPL,2026-03-03 09:48:00+00:00,262.17,262.17,262.1,262.1,1463.0,33.0,262.111117
AAPL,2026-03-03 09:49:00+00:00,262.02,262.02,262.02,262.02,1032.0,29.0,262.02
AAPL,2026-03-03 09:50:00+00:00,262.1,262.1,261.8,261.8,2001.0,59.0,261.983115
AAPL,2026-03-03 09:51:00+00:00,261.76,261.97,261.73,261.97,1125.0,66.0,261.830745
AAPL,2026-03-03 09:52:00+00:00,261.74,261.74,261.67,261.67,691.0,38.0,261.711087
AAPL,2026-03-03 09:53:00+00:00,261.87,261.91,261.87,261.91,2590.0,158.0,261.896817
AAPL,2026-03-03 09:55:00+00:00,261.64,261.64,261.6,261.6,2196.0,122.0,261.612256
AAPL,2026-03-03 09:56:00+00:00,261.68,261.68,261.68,261.68,346.0,17.0,261.68
AAPL,2026-03-03 09:57:00+00:00,261.68,261.68,261.62,261.62,376.0,7.0,261.646113
AAPL,2026-03-03 09:58:00+00:00,261.61,261.61,261.6,261.6,357.0,9.0,261.605185
AAPL,2026-03-03 10:01:00+00:00,261.6,261.6,261.5,261.5,1515.0,56.0,261.528107
AAPL,2026-03-03 10:04:00+00:00,261.83,261.9,261.83,261.9,1767.0,62.0,261.875282
AAPL,2026-03-03 10:06:00+00:00,261.66,261.66,261.66,261.66,812.0,10.0,261.66
AAPL,2026-03-03 10:08:00+00:00,261.54,261.57,261.54,261.57,764.0,29.0,261.561826
AAPL,2026-03-03 10:09:00+00:00,261.52,261.55,261.52,261.55,482.0,15.0,261.540596
AAPL,2026-03-03 10:11:00+00:00,261.45,261.45,261.45,261.45,673.0,19.0,261.45
AAPL,2026-03-03 10:12:00+00:00,261.42,261.5,261.42,261.5,674.0,34.0,261.44139
AAPL,2026-03-03 10:13:00+00:00,261.53,261.53,261.53,261.53,521.0,28.0,261.53
AAPL,2026-03-03 10:15:00+00:00,261.53,261.53,261.44,261.44,785.0,25.0,261.472099
AAPL,2026-03-03 10:16:00+00:00,261.5,261.5,261.5,261.5,510.0,12.0,261.5
AAPL,2026-03-03 10:17:00+00:00,261.7,261.7,261.7,261.7,1387.0,84.0,261.7
AAPL,2026-03-03 10:18:00+00:00,261.82,261.82,261.1,261.25,5210.0,149.0,261.431931
AAPL,2026-03-03 10:20:00+00:00,261.32,261.32,261.32,261.32,665.0,32.0,261.32
AAPL,2026-03-03 10:23:00+00:00,261.66,261.74,261.58,261.74,1913.0,74.0,261.64
AAPL,2026-03-03 10:25:00+00:00,261.54,261.54,261.54,261.54,279.0,4.0,261.54
AAPL,2026-03-03 10:26:00+00:00,261.52,261.52,261.52,261.52,1537.0,65.0,261.52
AAPL,2026-03-03 10:28:00+00:00,261.34,261.36,261.34,261.35,2400.0,42.0,261.34858
AAPL,2026-03-03 10:30:00+00:00,261.41,261.41,261.41,261.41,430.0,29.0,261.41
AAPL,2026-03-03 10:31:00+00:00,261.15,261.16,261.15,261.16,509.0,22.0,261.155
AAPL,2026-03-03 10:32:00+00:00,261.12,261.25,261.12,261.25,1025.0,50.0,261.185
AAPL,2026-03-03 10:33:00+00:00,261.0,261.0,261.0,261.0,2537.0,116.0,261.0
AAPL,2026-03-03 10:34:00+00:00,260.81,260.81,260.81,260.81,457.0,38.0,260.81
AAPL,2026-03-03 10:35:00+00:00,260.7,260.7,260.7,260.7,332.0,32.0,260.7
AAPL,2026-03-03 10:36:00+00:00,260.73,260.73,260.73,260.73,259.0,18.0,260.73
AAPL,2026-03-03 10:37:00+00:00,260.82,260.82,260.7,260.7,1295.0,31.0,260.758152
AAPL,2026-03-03 10:38:00+00:00,260.73,260.73,260.73,260.73,421.0,12.0,260.73
AAPL,2026-03-03 10:40:00+00:00,261.02,261.21,261.02,261.2,3821.0,97.0,261.170433
AAPL,2026-03-03 10:44:00+00:00,261.5,261.62,261.49,261.49,2306.0,52.0,261.53051
AAPL,2026-03-03 10:45:00+00:00,261.63,261.79,261.62,261.79,1711.0,57.0,261.674506
AAPL,2026-03-03 10:47:00+00:00,261.42,261.42,261.42,261.42,171.0,6.0,261.42
AAPL,2026-03-03 10:52:00+00:00,261.47,261.5,261.39,261.39,680.0,12.0,261.45927
AAPL,2026-03-03 10:59:00+00:00,261.1,261.11,261.1,261.11,1157.0,64.0,261.105519
AAPL,2026-03-03 11:00:00+00:00,261.14,261.14,261.14,261.14,428.0,9.0,261.14
AAPL,2026-03-03 11:03:00+00:00,261.2,261.2,261.2,261.2,974.0,28.0,261.2
AAPL,2026-03-03 11:04:00+00:00,261.2,261.2,261.05,261.05,509.0,16.0,261.125
AAPL,2026-03-03 11:05:00+00:00,261.05,261.36,261.05,261.16,1367.0,39.0,261.223928
AAPL,2026-03-03 11:06:00+00:00,261.11,261.11,261.11,261.11,670.0,34.0,261.11
AAPL,2026-03-03 11:07:00+00:00,260.92,260.92,260.92,260.92,148.0,13.0,260.92
AAPL,2026-03-03 11:10:00+00:00,260.84,260.84,260.72,260.73,902.0,19.0,260.762429
AAPL,2026-03-03 11:12:00+00:00,260.9,260.9,260.9,260.9,287.0,19.0,260.9
AAPL,2026-03-03 11:13:00+00:00,261.01,261.01,261.01,261.01,320.0,21.0,261.01
AAPL,2026-03-03 11:14:00+00:00,260.9,260.9,260.8,260.81,1030.0,37.0,260.827563
AAPL,2026-03-03 11:15:00+00:00,261.0,261.0,261.0,261.0,575.0,26.0,261.0
AAPL,2026-03-03 11:16:00+00:00,260.89,260.89,260.81,260.81,658.0,25.0,260.849816
AAPL,2026-03-03 11:18:00+00:00,260.84,260.85,260.81,260.81,862.0,26.0,260.822987
AAPL,2026-03-03 11:20:00+00:00,260.81,260.81,260.8,260.8,2132.0,71.0,260.806135
AAPL,2026-03-03 11:21:00+00:00,261.09,261.15,261.09,261.15,934.0,54.0,261.12
AAPL,2026-03-03 11:22:00+00:00,261.14,261.26,261.14,261.26,938.0,33.0,261.212899
AAPL,2026-03-03 11:23:00+00:00,261.28,261.39,261.28,261.39,1359.0,35.0,261.29375
AAPL,2026-03-03 11:24:00+00:00,261.53,261.69,261.53,261.69,849.0,57.0,261.61
AAPL,2026-03-03 11:25:00+00:00,261.81,261.87,261.77,261.87,1607.0,32.0,261.7901
AAPL,2026-03-03 11:26:00+00:00,261.73,261.73,261.73,261.73,640.0,14.0,261.73
AAPL,2026-03-03 11:27:00+00:00,261.55,261.55,261.51,261.51,2028.0,17.0,261.515276
AAPL,2026-03-03 11:28:00+00:00,261.63,261.63,261.63,261.63,228.0,10.0,261.63
AAPL,2026-03-03 11:29:00+00:00,261.52,261.52,261.52,261.52,221.0,3.0,261.52
AAPL,2026-03-03 11:30:00+00:00,261.53,261.53,261.5,261.5,2764.0,35.0,261.508081
AAPL,2026-03-03 11:32:00+00:00,261.61,261.77,261.61,261.77,373.0,18.0,261.70133
AAPL,2026-03-03 11:33:00+00:00,261.78,262.09,261.78,262.04,4278.0,118.0,261.909288
AAPL,2026-03-03 11:34:00+00:00,261.99,261.99,261.99,261.99,417.0,21.0,261.99
AAPL,2026-03-03 11:35:00+00:00,261.99,261.99,261.99,261.99,897.0,43.0,261.99
AAPL,2026-03-03 11:36:00+00:00,262.17,262.36,262.14,262.31,6212.0,102.0,262.239573
AAPL,2026-03-03 11:37:00+00:00,262.33,262.5,262.31,262.33,3296.0,86.0,262.419946
AAPL,2026-03-03 11:38:00+00:00,262.31,262.31,262.14,262.31,3151.0,89.0,262.295294
AAPL,2026-03-03 11:40:00+00:00,262.3,262.3,262.3,262.3,277.0,7.0,262.3
AAPL,2026-03-03 11:41:00+00:00,262.02,262.02,261.81,261.81,2536.0,39.0,261.908925
AAPL,2026-03-03 11:42:00+00:00,262.19,262.3,262.19,262.3,583.0,26.0,262.245
AAPL,2026-03-03 11:44:00+00:00,262.08,262.25,262.08,262.25,817.0,22.0,262.168696
AAPL,2026-03-03 11:46:00+00:00,262.39,262.54,262.39,262.41,2784.0,49.0,262.411376
AAPL,2026-03-03 11:47:00+00:00,262.4,262.4,262.4,262.4,566.0,37.0,262.4
AAPL,2026-03-03 11:50:00+00:00,262.1,262.1,262.1,262.1,114.0,2.0,262.1
AAPL,2026-03-03 11:51:00+00:00,262.39,262.46,262.39,262.46,1930.0,51.0,262.436261
AAPL,2026-03-03 11:53:00+00:00,262.2,262.2,262.2,262.2,421.0,11.0,262.2
AAPL,2026-03-03 11:56:00+00:00,262.3,262.3,262.3,262.3,739.0,20.0,262.3
AAPL,2026-03-03 11:58:00+00:00,262.16,262.16,262.16,262.16,362.0,13.0,262.16
AAPL,2026-03-03 12:00:00+00:00,262.16,262.38,262.1,262.1,4452.0,112.0,262.234736
AAPL,2026-03-03 12:01:00+00:00,262.2,262.3,262.08,262.08,1939.0,61.0,262.169027
AAPL,2026-03-03 12:02:00+00:00,262.18,262.2,262.18,262.2,723.0,19.0,262.193333
AAPL,2026-03-03 12:03:00+00:00,262.21,262.21,262.07,262.08,6071.0,29.0,262.07424
AAPL,2026-03-03 12:04:00+00:00,262.21,262.21,262.21,262.21,341.0,12.0,262.21
AAPL,2026-03-03 12:06:00+00:00,262.07,262.08,262.07,262.08,468.0,11.0,262.072665
AAPL,2026-03-03 12:07:00+00:00,262.09,262.09,262.09,262.09,996.0,36.0,262.09
AAPL,2026-03-03 12:08:00+00:00,262.08,262.4,262.07,262.4,5181.0,127.0,262.28418
AAPL,2026-03-03 12:09:00+00:00,262.77,262.77,262.77,262.77,586.0,46.0,262.77
AAPL,2026-03-03 12:11:00+00:00,262.75,262.75,262.75,262.75,710.0,16.0,262.75
AAPL,2026-03-03 12:12:00+00:00,262.75,262.77,262.51,262.51,4363.0,94.0,262.750319
AAPL,2026-03-03 12:13:00+00:00,262.65,263.0,262.65,262.91,7613.0,168.0,262.844899
AAPL,2026-03-03 12:14:00+00:00,262.78,262.91,262.77,262.9,3120.0,89.0,262.870266
AAPL,2026-03-03 12:15:00+00:00,262.9,262.9,262.9,262.9,719.0,50.0,262.9
AAPL,2026-03-03 12:16:00+00:00,262.83,262.83,262.83,262.83,582.0,20.0,262.83
AAPL,2026-03-03 12:18:00+00:00,262.8,262.8,262.8,262.8,520.0,18.0,262.8
AAPL,2026-03-03 12:20:00+00:00,262.62,262.78,262.61,262.78,5751.0,37.0,262.769176
AAPL,2026-03-03 12:21:00+00:00,262.98,262.98,262.98,262.98,1070.0,57.0,262.98
AAPL,2026-03-03 12:23:00+00:00,262.82,262.82,262.82,262.82,451.0,29.0,262.82
AAPL,2026-03-03 12:25:00+00:00,262.82,262.82,262.82,262.82,176.0,4.0,262.82
AAPL,2026-03-03 12:29:00+00:00,262.9,262.9,262.57,262.79,5001.0,121.0,262.658185
AAPL,2026-03-03 12:30:00+00:00,262.62,262.62,262.57,262.57,3095.0,42.0,262.578853
AAPL,2026-03-03 12:31:00+00:00,262.67,262.67,262.67,262.67,271.0,8.0,262.67
AAPL,2026-03-03 12:32:00+00:00,262.57,262.57,262.57,262.57,901.0,32.0,262.57
AAPL,2026-03-03 12:34:00+00:00,262.6,262.6,262.6,262.6,541.0,32.0,262.6
AAPL,2026-03-03 12:35:00+00:00,262.75,262.75,262.75,262.75,1550.0,20.0,262.75
AAPL,2026-03-03 12:38:00+00:00,262.8,262.8,262.77,262.77,547.0,15.0,262.789619
AAPL,2026-03-03 12:39:00+00:00,262.86,262.86,262.65,262.65,3288.0,60.0,262.660667
AAPL,2026-03-03 12:43:00+00:00,262.81,262.81,262.81,262.81,428.0,16.0,262.81
AAPL,2026-03-03 12:44:00+00:00,262.86,263.3,262.86,263.25,7970.0,172.0,263.123482
AAPL,2026-03-03 12:45:00+00:00,263.18,263.18,263.18,263.18,195.0,12.0,263.18
AAPL,2026-03-03 12:46:00+00:00,263.26,263.31,263.25,263.25,1668.0,79.0,263.281068
AAPL,2026-03-03 12:47:00+00:00,263.25,263.5,263.25,263.5,3762.0,77.0,263.319403
AAPL,2026-03-03 12:48:00+00:00,263.59,263.59,263.42,263.42,1833.0,56.0,263.470656
AAPL,2026-03-03 12:49:00+00:00,263.45,263.88,263.45,263.68,3104.0,85.0,263.544645
AAPL,2026-03-03 12:50:00+00:00,263.63,263.63,263.63,263.63,232.0,13.0,263.63
AAPL,2026-03-03 12:51:00+00:00,263.39,263.39,263.39,263.39,1330.0,41.0,263.39
AAPL,2026-03-03 12:52:00+00:00,263.41,263.41,263.39,263.41,1429.0,27.0,263.397261
AAPL,2026-03-03 12:53:00+00:00,263.48,263.48,263.39,263.39,6030.0,104.0,263.392974
AAPL,2026-03-03 12:56:00+00:00,263.66,263.66,263.54,263.54,944.0,28.0,263.635806
AAPL,2026-03-03 12:57:00+00:00,263.52,263.53,263.52,263.53,772.0,23.0,263.52346
AAPL,2026-03-03 12:58:00+00:00,263.57,263.57,263.57,263.57,527.0,50.0,263.57
AAPL,2026-03-03 12:59:00+00:00,263.65,263.65,263.59,263.59,604.0,15.0,263.60467
AAPL,2026-03-03 13:00:00+00:00,261.58,263.66,260.61,262.74,72632.0,3803.0,262.556252
AAPL,2026-03-03 13:01:00+00:00,262.65,263.57,261.01,263.57,38189.0,1589.0,261.98665
AAPL,2026-03-03 13:02:00+00:00,263.39,263.57,263.39,263.57,4432.0,204.0,263.470943
AAPL,2026-03-03 13:03:00+00:00,263.5,263.5,263.5,263.5,690.0,39.0,263.5
